,age,job,marital,education,default,housing_loan,personal_loan,last_contact_month,day_of_week,num_contact_compaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,term_deposit
1213,46,services,divorced,high.school,no,no,no,may,mon,3,0,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
1214,30,entrepreneur,divorced,basic.6y,no,no,yes,may,thu,1,0,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
1216,45,services,divorced,high.school,no,no,no,may,mon,12,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1217,30,admin.,married,university.degree,no,yes,yes,apr,thu,6,0,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
1218,43,technician,single,basic.9y,no,yes,no,jun,fri,2,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1219,48,retired,married,basic.4y,no,yes,yes,jul,mon,17,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1220,56,unemployed,divorced,university.degree,no,yes,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1221,42,technician,single,high.school,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1222,30,technician,single,university.degree,no,yes,yes,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1223,56,housemaid,divorced,basic.4y,no,yes,no,jun,tue,5,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1225,39,services,single,high.school,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1226,49,unemployed,married,high.school,no,yes,no,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
1227,30,admin.,married,university.degree,no,yes,no,may,fri,2,0,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
1228,39,admin.,married,university.degree,no,no,no,jun,tue,9,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1229,32,technician,single,university.degree,no,yes,no,jul,thu,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1230,59,admin.,divorced,high.school,no,no,yes,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1232,49,technician,married,professional.course,no,yes,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
1234,39,technician,married,high.school,no,yes,no,may,tue,4,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
1236,51,services,married,basic.9y,no,yes,no,jun,fri,3,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1237,31,blue-collar,married,basic.4y,no,no,yes,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1238,59,technician,divorced,basic.9y,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1239,46,admin.,divorced,university.degree,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1240,36,blue-collar,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1241,28,management,single,university.degree,no,no,no,jun,thu,5,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
1242,31,admin.,married,university.degree,no,yes,no,may,thu,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1243,26,services,single,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1244,36,blue-collar,single,basic.9y,no,yes,no,jul,mon,8,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1245,50,entrepreneur,married,university.degree,no,yes,no,nov,thu,3,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
1246,41,unemployed,married,basic.9y,no,yes,no,apr,mon,1,0,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
1247,50,self-employed,married,professional.course,no,no,no,jul,thu,7,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
1248,32,blue-collar,single,high.school,no,no,yes,may,wed,3,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
1249,56,self-employed,married,university.degree,no,no,no,apr,mon,3,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1250,42,admin.,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
1251,38,technician,married,professional.course,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1252,36,admin.,single,university.degree,no,no,no,may,mon,5,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
1253,45,blue-collar,married,basic.6y,no,yes,no,jun,mon,8,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
1255,55,technician,married,university.degree,no,no,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1256,38,self-employed,single,university.degree,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1258,22,services,single,basic.4y,no,no,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
1259,30,admin.,single,university.degree,no,no,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
1261,30,admin.,divorced,university.degree,no,yes,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1262,51,blue-collar,married,basic.6y,no,yes,no,apr,wed,2,0,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no
1264,26,student,single,N/A,no,yes,no,nov,wed,2,0,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
1265,34,services,married,high.school,no,no,no,jun,fri,14,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1266,49,management,married,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1267,50,blue-collar,divorced,basic.4y,no,no,no,jul,thu,5,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1268,51,entrepreneur,married,university.degree,no,no,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1269,57,retired,married,university.degree,no,yes,no,aug,wed,1,0,1,failure,-2.9,92.201,-31.4,0.834,5076.2,no
1270,33,admin.,divorced,university.degree,no,yes,no,nov,mon,2,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
1271,35,admin.,married,university.degree,no,no,no,may,wed,3,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1272,37,admin.,single,high.school,no,no,no,jul,thu,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,yes
1273,39,admin.,single,university.degree,no,yes,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1274,39,services,married,high.school,no,no,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1275,20,student,single,high.school,no,no,no,nov,wed,2,0,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
1276,55,blue-collar,married,professional.course,no,yes,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1277,27,student,single,professional.course,no,no,no,nov,thu,1,0,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,no
1278,33,admin.,married,high.school,no,no,no,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
1279,24,blue-collar,married,basic.9y,no,yes,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1280,39,management,married,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1281,55,blue-collar,married,basic.9y,no,yes,yes,aug,thu,3,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1282,35,admin.,married,basic.9y,no,no,no,may,thu,2,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1283,55,retired,divorced,basic.4y,no,no,no,may,wed,4,0,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
1284,42,self-employed,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1285,50,self-employed,divorced,university.degree,no,no,no,nov,thu,4,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
1286,39,management,married,university.degree,no,yes,no,may,fri,1,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
1287,40,services,single,high.school,no,no,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
1288,51,services,single,high.school,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1289,59,retired,married,university.degree,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1290,54,technician,married,high.school,no,no,no,apr,mon,3,0,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1291,42,management,married,university.degree,no,yes,no,aug,thu,5,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1292,33,technician,divorced,professional.course,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
1293,26,admin.,single,basic.4y,no,yes,yes,jun,tue,6,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1294,27,management,married,university.degree,no,no,no,apr,mon,1,0,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
1295,30,technician,single,high.school,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1296,42,self-employed,married,high.school,no,yes,no,nov,thu,3,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
1299,29,management,single,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1301,35,services,single,basic.9y,no,no,no,jul,fri,5,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1302,33,blue-collar,married,high.school,no,yes,no,mar,tue,1,0,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,no
1303,38,admin.,married,university.degree,no,yes,no,aug,tue,11,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1304,29,blue-collar,married,basic.6y,no,no,yes,may,wed,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1305,32,admin.,married,high.school,no,yes,yes,apr,mon,1,0,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1307,36,blue-collar,married,high.school,no,yes,no,dec,thu,1,0,0,nonexistent,-0.2,92.756,-45.9,3.329,5176.3,no
1308,51,management,married,university.degree,no,no,no,jun,wed,17,0,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
1309,34,blue-collar,married,basic.4y,no,no,yes,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1310,50,technician,married,university.degree,no,yes,yes,sep,wed,2,0,0,nonexistent,-3.4,92.379,-29.8,0.749,5017.5,no
1311,54,blue-collar,married,basic.4y,no,no,no,aug,thu,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1312,53,management,married,university.degree,no,no,no,aug,thu,4,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1313,52,blue-collar,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
1315,52,retired,married,university.degree,no,yes,yes,nov,mon,3,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
1316,53,technician,married,professional.course,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1317,36,admin.,single,university.degree,no,yes,no,nov,thu,2,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
1318,43,admin.,married,high.school,no,yes,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1319,31,technician,single,professional.course,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1320,58,admin.,single,university.degree,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
1321,46,technician,married,university.degree,no,no,no,jul,thu,3,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
1322,38,blue-collar,married,basic.6y,no,no,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1323,34,admin.,married,university.degree,no,no,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
1324,37,services,married,high.school,no,yes,no,may,mon,3,0,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
1325,40,self-employed,single,university.degree,no,no,yes,jun,wed,4,0,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no
1326,42,blue-collar,divorced,high.school,no,no,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1327,40,technician,single,high.school,no,no,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1328,27,unemployed,married,high.school,no,yes,no,jun,fri,13,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1329,57,admin.,married,N/A,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1330,45,services,married,high.school,no,yes,no,apr,mon,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1331,46,admin.,divorced,university.degree,no,yes,yes,nov,wed,2,0,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
1332,47,admin.,married,university.degree,no,yes,yes,jul,wed,3,0,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no
1333,56,retired,married,basic.4y,no,no,no,aug,wed,2,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1334,32,entrepreneur,married,high.school,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1335,54,services,married,N/A,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1336,58,services,married,high.school,no,no,no,aug,fri,5,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1337,30,admin.,married,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1338,39,blue-collar,married,basic.6y,no,no,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1339,41,services,married,high.school,no,yes,no,nov,thu,2,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
1340,32,admin.,married,university.degree,no,yes,no,aug,wed,4,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
1341,32,services,married,high.school,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1342,29,management,single,university.degree,no,yes,yes,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1343,43,management,divorced,high.school,no,yes,no,nov,mon,2,0,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
1344,41,services,divorced,basic.9y,no,yes,no,may,wed,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1345,30,admin.,married,university.degree,no,yes,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1347,35,admin.,single,high.school,no,yes,no,nov,tue,1,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
1348,44,blue-collar,married,basic.6y,no,yes,no,sep,thu,1,0,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,no
1349,25,blue-collar,married,high.school,no,yes,no,jul,tue,4,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1350,47,blue-collar,married,basic.9y,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1351,32,unemployed,married,professional.course,no,yes,no,nov,tue,1,0,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,yes
1352,26,student,single,high.school,no,no,no,jul,tue,1,0,1,failure,-1.7,94.215,-40.3,0.893,4991.6,no
1353,35,admin.,single,university.degree,no,yes,no,jul,mon,2,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1354,34,blue-collar,married,basic.9y,no,no,no,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
1355,57,management,divorced,university.degree,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1356,38,blue-collar,single,basic.6y,no,no,yes,may,wed,1,0,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
1357,33,admin.,single,high.school,no,yes,no,oct,mon,2,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5,no
1358,32,admin.,married,high.school,no,no,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
1359,47,blue-collar,married,basic.4y,no,yes,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
1360,34,blue-collar,single,basic.6y,no,no,no,may,mon,2,0,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
1361,36,admin.,single,high.school,no,yes,no,apr,fri,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1362,28,technician,single,professional.course,no,yes,no,may,mon,1,0,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
1364,27,services,single,basic.9y,no,yes,yes,jul,tue,6,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
1365,43,admin.,divorced,high.school,no,yes,yes,may,thu,2,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
1366,39,entrepreneur,single,university.degree,no,yes,no,may,fri,1,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
1367,27,admin.,single,university.degree,no,no,no,mar,tue,4,0,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes
1368,35,admin.,single,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
1369,34,technician,married,professional.course,no,no,no,aug,mon,1,0,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
1370,36,services,married,high.school,no,yes,yes,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
1371,39,technician,married,high.school,no,no,no,nov,fri,2,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
1372,35,management,divorced,high.school,no,yes,no,jun,fri,4,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1373,56,retired,married,basic.4y,no,no,no,nov,tue,3,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
1374,31,admin.,single,university.degree,no,yes,no,jul,wed,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1375,31,services,single,high.school,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
1376,45,admin.,single,university.degree,no,no,no,nov,fri,3,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
1377,20,student,single,N/A,no,yes,yes,apr,tue,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1378,42,blue-collar,divorced,basic.9y,no,no,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1379,39,admin.,married,university.degree,no,no,no,may,fri,1,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
1380,45,blue-collar,married,basic.4y,no,no,yes,jun,tue,2,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1381,50,services,married,high.school,no,yes,no,aug,mon,15,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1382,29,admin.,single,university.degree,no,no,no,jun,tue,6,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1383,38,admin.,married,N/A,no,no,no,may,mon,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1384,34,entrepreneur,married,basic.4y,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1385,36,admin.,married,university.degree,no,no,no,jul,mon,6,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
1386,35,admin.,single,university.degree,no,no,no,may,mon,13,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
1387,41,technician,married,professional.course,no,no,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1388,42,admin.,single,university.degree,no,yes,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
1389,39,technician,married,professional.course,no,yes,no,aug,mon,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,no
1390,34,blue-collar,married,basic.6y,no,no,yes,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1391,52,admin.,married,high.school,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1392,47,admin.,divorced,university.degree,no,yes,no,jun,fri,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
1393,59,management,married,university.degree,no,no,no,dec,thu,4,0,1,failure,-3.0,92.713,-33.0,0.7,5023.5,no
1394,37,services,married,high.school,no,no,yes,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
1395,33,management,married,university.degree,no,yes,no,may,wed,4,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
1396,35,blue-collar,married,basic.9y,no,yes,no,jun,fri,2,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1397,33,admin.,married,high.school,no,yes,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1398,40,technician,single,university.degree,no,yes,yes,nov,fri,1,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
1399,39,admin.,married,university.degree,no,no,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1400,32,technician,married,university.degree,no,yes,no,nov,mon,1,0,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
1401,29,technician,single,high.school,no,yes,no,aug,tue,6,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1402,32,admin.,single,high.school,no,no,no,apr,thu,1,0,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
1403,35,admin.,divorced,university.degree,no,yes,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1404,36,admin.,married,university.degree,no,yes,no,jul,wed,2,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
1405,38,blue-collar,married,basic.4y,no,no,no,apr,tue,1,0,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
1406,32,admin.,married,university.degree,no,yes,no,aug,tue,7,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1407,32,admin.,single,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
1408,34,self-employed,single,high.school,no,yes,no,nov,tue,4,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
1409,42,admin.,single,university.degree,no,yes,yes,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes
1410,28,technician,single,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
1411,53,technician,married,professional.course,no,no,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1412,27,services,single,basic.9y,no,no,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1413,43,entrepreneur,married,professional.course,no,yes,yes,may,fri,1,0,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
1414,51,unemployed,married,professional.course,no,yes,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1415,35,blue-collar,single,basic.6y,no,no,no,jun,fri,2,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1416,42,admin.,married,university.degree,no,yes,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1417,36,technician,single,professional.course,no,no,yes,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
1418,35,blue-collar,divorced,basic.9y,no,no,no,jun,mon,4,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1419,38,services,married,basic.9y,no,no,no,jun,fri,1,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
1420,45,blue-collar,married,basic.6y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
1421,24,blue-collar,single,basic.9y,no,yes,no,jul,wed,3,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1422,30,technician,married,university.degree,no,yes,no,jul,tue,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
1423,31,entrepreneur,divorced,basic.4y,no,no,no,nov,tue,2,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
1424,30,management,married,university.degree,no,yes,no,jul,wed,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1425,68,retired,married,university.degree,no,yes,no,jul,mon,2,0,1,failure,-1.7,94.215,-40.3,0.889,4991.6,yes
1426,50,blue-collar,married,basic.6y,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
1427,32,unemployed,married,university.degree,no,yes,no,aug,thu,8,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1428,55,services,married,high.school,no,no,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
1429,31,admin.,married,high.school,no,yes,yes,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1430,55,services,married,basic.4y,no,no,yes,aug,wed,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
